mondo_id,provided_name,mondo_preferred_name,match_type,has_synonym_match,possible_name_conflict,action_recommendation,notes
MONDO:0975952,NOT_FOUND,cerebral cavernous malformations 5,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975953,NOT_FOUND,Pan-Chung-Bellen syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975957,NOT_FOUND,"telangiectasia, impaired intellectual development, microcephaly, metaphyseal dysplasia, eye abnormalities, and short stature",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975958,NOT_FOUND,spermatogenic failure 97,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976123,NOT_FOUND,"spermatogenic failure, X-linked, 9",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976124,NOT_FOUND,intellectual developmental disorder with polymicrogyria and seizures,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976125,NOT_FOUND,neurodevelopmental disorder with speech or visual impairment and brain hypomyelination,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976126,NOT_FOUND,"neurodevelopmental disorder with microcephaly, absent speech, and hypotonia",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0009033,NOT_FOUND,temtamy syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976129,NOT_FOUND,premature ovarian failure 26,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976130,NOT_FOUND,"neurodevelopmental disorder with poor growth, absent speech, progressive ataxia, and dysmorphic facies",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0976131,NOT_FOUND,"neurodevelopmental disorder with hypotonia, poor growth, dysmorphic facies, and agammaglobulinemia",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
